# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = BIOCARTA_PLATELETAPP_PATHWAY (set)
# _SET1_  NGENES = 11
# _SET1_  P-VALUE = 6.49695e-08
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET9_   ENSG00000091513     3  133464800  133497850    118      15  282639     -0.18239      0.40228   -1.9706e-15     -0.18239
_SET9_   ENSG00000010704     6   26087509   26098571     26       9  284065       1.1703     0.060934   -1.9984e-15       1.1703
_SET9_   ENSG00000111537    12   68548548   68553527      6       3  275050       1.3377      0.05485   -1.9984e-15       1.3377
_SET9_   ENSG00000136003    12  108956358  108963160     16       6  275268     -0.10063      0.42181   -1.9568e-15     -0.10063
_SET9_   ENSG00000166710    15   45003675   45011075     14       5  279137     0.014205      0.38424   -1.9585e-15     0.014205

# _SET10_  VARIABLE = GOBP_REGULATION_OF_RECEPTOR_BINDING (set)
# _SET10_  NGENES = 19
# _SET10_  P-VALUE = 1.2241e-06
_SET10_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET10_   ENSG00000142949     1   43990858   44089343    241      18  283303       1.0846     0.061498   -1.9984e-15       1.0846
_SET10_   ENSG00000169174     1   55505221   55530525     94      19  283581       4.5422   3.3527e-07   -1.7764e-15       4.5422
_SET10_   ENSG00000143537     1  155023042  155035252     18       6  285525     -0.33534      0.48673   -1.9429e-15     -0.33534
_SET10_   ENSG00000136634     1  206940947  206945839     10       5  279394     -0.80355      0.69129   -1.9984e-15     -0.80355
_SET10_   ENSG00000180875     1  240652873  240775449    382      70  275535      -1.6588      0.89798   -1.9984e-15      -1.6588
_SET10_   ENSG00000115896     2  198669426  199437305   1469      78  279890      0.93535      0.08229   -1.9984e-15      0.93535
_SET10_   ENSG00000154822     3   16844159   17132086    841      35  280716     -0.85944      0.64997   -1.9984e-15     -0.85944
_SET10_   ENSG00000181092     3  186560463  186576252     59      15  279350      0.39017      0.21465   -1.9429e-15      0.39017
_SET10_   ENSG00000113083     5  121398890  121413980     19       4  275901       2.5403    0.0024871   -1.7764e-15       2.5403
_SET10_   ENSG00000010704     6   26087509   26098571     26       9  284065       1.1703     0.060934   -1.9984e-15       1.1703
_SET10_   ENSG00000099250    10   33466420   33625190    612      52  281493       2.7371   0.00072675   -1.7764e-15       2.7371
_SET10_   ENSG00000181649    11    2949503    2950685      3       2  268649       1.8844     0.018787   -1.9984e-15       1.8844
_SET10_   ENSG00000176697    11   27676440   27743605    105      14  278712      0.30952       0.2372   -1.9429e-15      0.30952
_SET10_   ENSG00000174437    12  110718561  110788898     93      22  274999      0.91116       0.1002   -1.9984e-15      0.91116
_SET10_   ENSG00000166710    15   45003675   45011075     14       5  279137     0.014205      0.38424   -1.9585e-15     0.014205
_SET10_   ENSG00000182718    15   60639333   60695082    156      25  283318     -0.79882      0.63775   -1.9984e-15     -0.79882
_SET10_   ENSG00000182175    15   93586636   93632433    215      34  279507       1.7056      0.01598   -1.9984e-15       1.7056
_SET10_   ENSG00000074370    17    3827169    3867736    152      18  276639       -1.184      0.78133   -1.9984e-15       -1.184
_SET10_   ENSG00000100985    20   44637547   44645200     20       5  275991      0.20571      0.30397   -1.9706e-15      0.20571

# _SET11_  VARIABLE = GOCC_CHYLOMICRON (set)
# _SET11_  NGENES = 12
# _SET11_  P-VALUE = 8.4054e-08
_SET11_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET11_   ENSG00000158874     1  161192082  161193421      2       1  284568      0.52516      0.23682   -1.9984e-15      0.52516
_SET11_   ENSG00000084674     2   21224301   21266945     50      16  275338       1.9394     0.010975   -1.9984e-15       1.9394
_SET11_   ENSG00000175445     8   19759228   19824769    161      28  281435        5.306   5.1477e-09   -1.7764e-15        5.306
_SET11_   ENSG00000110243    11  116660083  116663136      7       3  288097       3.5776   5.6183e-05   -1.7764e-15       3.5776
_SET11_   ENSG00000110244    11  116691419  116694022     14       7  287594       1.0177     0.083533   -1.9984e-15       1.0177
_SET11_   ENSG00000110245    11  116700422  116703788      7       4  283440       1.3067     0.052214   -1.9984e-15       1.3067
_SET11_   ENSG00000184730    16   28505970   28510291     10       3  282588    -0.099121      0.41539   -1.9568e-15    -0.099121
_SET11_   ENSG00000091583    17   64208151   64252643    156      19  282223       2.0231     0.007121   -1.7764e-15       2.0231
_SET11_   ENSG00000105699    19   35739233   35758867     60      12  281281      0.54977      0.17222   -1.9984e-15      0.54977
_SET11_   ENSG00000130203    19   45409011   45412650      6       3  287227       7.2208   2.5535e-15   -1.7764e-15       7.2208
_SET11_   ENSG00000130208    19   45417504   45422606     15       6  267926        6.587   2.8599e-12   -1.7764e-15        6.587
_SET11_   ENSG00000234906    19   45449243   45452822     20       3  274820       1.1012     0.080265   -1.9984e-15       1.1012

# _SET12_  VARIABLE = GOCC_COLLAGEN_TYPE_IV_TRIMER (set)
# _SET12_  NGENES = 4
# _SET12_  P-VALUE = 2.2961e-07
_SET12_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET12_   ENSG00000081052     2  227867427  228028829    481      38  279796      0.48351      0.16897   -1.9429e-15      0.48351
_SET12_   ENSG00000169031     2  228029281  228179508    786      60  278509      0.15225      0.28052   -1.9706e-15      0.15225
_SET12_   ENSG00000187498    13  110801318  110959496    770      75  281280       6.5296   1.6851e-12   -1.7764e-15       6.5296
_SET12_   ENSG00000134871    13  110958159  111165374   1013      94  279064       4.1522   2.5758e-06   -1.7764e-15       4.1522

# _SET13_  VARIABLE = GOMF_APOLIPOPROTEIN_BINDING (set)
# _SET13_  NGENES = 18
# _SET13_  P-VALUE = 8.5935e-07
_SET13_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET13_   ENSG00000157193     1   53711217   53793742    138      30  281630     -0.77172      0.63226   -1.9984e-15     -0.77172
_SET13_   ENSG00000169174     1   55505221   55530525     94      19  283581       4.5422   3.3527e-07   -1.7764e-15       4.5422
_SET13_   ENSG00000144381     2  198351305  198381461     49       7  268510      0.76469      0.13556   -1.9984e-15      0.76469
_SET13_   ENSG00000138823     4  100484918  100545156    238      24  280150       1.6519     0.019923   -1.9984e-15       1.6519
_SET13_   ENSG00000127022     5  179105629  179157926    162      17  274008     -0.05321      0.36196   -1.9568e-15     -0.05321
_SET13_   ENSG00000095970     6   41126244   41130924      2       1  271492       -1.553      0.92527   -1.9984e-15       -1.553
_SET13_   ENSG00000198670     6  160952515  161087407    242      23  276845        6.944   8.2879e-14   -1.7764e-15        6.944
_SET13_   ENSG00000122194     6  161123270  161174347    141      13  281139       6.2175   1.5243e-11   -1.7764e-15       6.2175
_SET13_   ENSG00000175445     8   19759228   19824769    161      28  281435        5.306   5.1477e-09   -1.7764e-15        5.306
_SET13_   ENSG00000147852     9    2621834    2660053    124      21  279654   -0.0019607      0.33521   -1.9589e-15   -0.0019607
_SET13_   ENSG00000165029     9  107543283  107690518    479      75  280138       1.0706     0.073137   -1.9984e-15       1.0706
_SET13_   ENSG00000134569    11   46878419   46940193     59      11  267453      -0.8897      0.72288   -1.9984e-15      -0.8897
_SET13_   ENSG00000123384    12   57522276   57607134     98      21  282364       2.1979    0.0043312   -1.7764e-15       2.1979
_SET13_   ENSG00000073060    12  125261402  125367214    348      51  278204       4.6636   1.7228e-07   -1.7764e-15       4.6636
_SET13_   ENSG00000166035    15   58702768   58861151    514      72  278838      0.91856     0.093171   -1.9984e-15      0.91856
_SET13_   ENSG00000213398    16   67973653   67978034      1       1  272481     -0.46053      0.63664   -1.9429e-15     -0.46053
_SET13_   ENSG00000186868    17   43971748   44105700    796       5  282985      0.66224      0.14002   -1.9984e-15      0.66224
_SET13_   ENSG00000186818    19   55155340   55181810    120      23  276940      0.44456      0.20161   -1.9429e-15      0.44456

# _SET14_  VARIABLE = GOMF_MONOAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (set)
# _SET14_  NGENES = 11
# _SET14_  P-VALUE = 1.7932e-06
_SET14_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET14_   ENSG00000142319     5    1392909    1445545    148      28  275217      0.93581     0.089232   -1.9984e-15      0.93581
_SET14_   ENSG00000146409     6  133090509  133119701     72      17  272234      0.82162      0.12355   -1.9984e-15      0.82162
_SET14_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET14_   ENSG00000112499     6  160592093  160698670    322      24  280388         6.69   4.8978e-13   -1.7764e-15         6.69
_SET14_   ENSG00000146477     6  160769300  160876014    226      18  286057       6.8084   1.6742e-13   -1.7764e-15       6.8084
_SET14_   ENSG00000164638     7    5314000    5346501    155      23  275998       1.0011     0.078073   -1.9984e-15       1.0011
_SET14_   ENSG00000036565     8   20002366   20040717    176      22  281754       -1.074      0.73657   -1.9984e-15       -1.074
_SET14_   ENSG00000187714    10   50818347   50820765      2       1  272411      -1.7399      0.94763   -1.9984e-15      -1.7399
_SET14_   ENSG00000165646    10  119000604  119038941     85      21  271657     -0.27967       0.4593   -1.9429e-15     -0.27967
_SET14_   ENSG00000103546    16   55689516   55740104    168      32  282306       2.2986    0.0030498   -1.7764e-15       2.2986
_SET14_   ENSG00000108576    17   28521337   28563020     58      15  278399       2.3045    0.0034948   -1.7764e-15       2.3045

# _SET15_  VARIABLE = GOMF_POLYAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY (set)
# _SET15_  NGENES = 9
# _SET15_  P-VALUE = 7.3695e-09
_SET15_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET15_   ENSG00000159363     1   17312453   17338423     49      12  278557       1.5953     0.024687   -1.9984e-15       1.5953
_SET15_   ENSG00000187527     3  192992579  193096632    356      26  281415      0.93064     0.082555   -1.9984e-15      0.93064
_SET15_   ENSG00000127249     3  193119866  193310900    513      38  278766     -0.90747      0.67675   -1.9984e-15     -0.90747
_SET15_   ENSG00000133657     3  194123401  194219093     94      16  272522       -1.082      0.76397   -1.9984e-15       -1.082
_SET15_   ENSG00000146409     6  133090509  133119701     72      17  272234      0.82162      0.12355   -1.9984e-15      0.82162
_SET15_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET15_   ENSG00000112499     6  160592093  160698670    322      24  280388         6.69   4.8978e-13   -1.7764e-15         6.69
_SET15_   ENSG00000146477     6  160769300  160876014    226      18  286057       6.8084   1.6742e-13   -1.7764e-15       6.8084
_SET15_   ENSG00000142494    17   19398698   19482347    150      25  274092    -0.087378       0.3732   -1.9568e-15    -0.087378

# _SET16_  VARIABLE = REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT (set)
# _SET16_  NGENES = 5
# _SET16_  P-VALUE = 7.2367e-08
_SET16_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET16_   ENSG00000118777     4   89011416   89152474    406      38  280266      -1.4921      0.85015   -1.9984e-15      -1.4921
_SET16_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET16_   ENSG00000112499     6  160592093  160698670    322      24  280388         6.69   4.8978e-13   -1.7764e-15         6.69
_SET16_   ENSG00000146477     6  160769300  160876014    226      18  286057       6.8084   1.6742e-13   -1.7764e-15       6.8084
_SET16_   ENSG00000085563     7   87133175   87342611    394      34  277177     -0.59427      0.56874   -1.9984e-15     -0.59427

# _SET17_  VARIABLE = REACTOME_ORGANIC_CATION_TRANSPORT (set)
# _SET17_  NGENES = 10
# _SET17_  P-VALUE = 3.5957e-07
_SET17_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET17_   ENSG00000215695     1   15986364   15988217      3       2  284567       1.4518     0.045744   -1.9984e-15       1.4518
_SET17_   ENSG00000163393     1  116519119  116612675    177      25  277784       -1.801      0.92204   -1.9984e-15       -1.801
_SET17_   ENSG00000197208     5  131630136  131679899    134      12  280281       2.1474    0.0053727   -1.7764e-15       2.1474
_SET17_   ENSG00000197375     5  131705444  131731306     75       8  282798       2.1623    0.0053683   -1.7764e-15       2.1623
_SET17_   ENSG00000004809     6  110745890  110797844    168      27  282843       1.3681     0.036687   -1.9984e-15       1.3681
_SET17_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET17_   ENSG00000112499     6  160592093  160698670    322      24  280388         6.69   4.8978e-13   -1.7764e-15         6.69
_SET17_   ENSG00000146477     6  160769300  160876014    226      18  286057       6.8084   1.6742e-13   -1.7764e-15       6.8084
_SET17_   ENSG00000110628    11    2920951    2946476    111      24  275640      0.53389      0.17127   -1.9984e-15      0.53389
_SET17_   ENSG00000159216    21   36160098   37376965   3384     178  280896      0.40913      0.20863   -1.9429e-15      0.40913

# _SET18_  VARIABLE = REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE (set)
# _SET18_  NGENES = 73
# _SET18_  P-VALUE = 1.2725e-09
_SET18_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET18_   ENSG00000157978     1   25870071   25895377     45       8  278892      0.57779      0.16867   -1.9984e-15      0.57779
_SET18_   ENSG00000169174     1   55505221   55530525     94      19  283581       4.5422   3.3527e-07   -1.7764e-15       4.5422
_SET18_   ENSG00000132855     1   63063158   63071830      4       2  272594      -1.4897      0.90276   -1.9984e-15      -1.4897
_SET18_   ENSG00000142875     1   84543745   84704181    242      23  279758     -0.80004      0.64022   -1.9984e-15     -0.80004
_SET18_   ENSG00000158874     1  161192082  161193421      2       1  284568      0.52516      0.23682   -1.9984e-15      0.52516
_SET18_   ENSG00000057252     1  179262925  179327815    305      18  280762      0.72084      0.12023   -1.9984e-15      0.72084
_SET18_   ENSG00000084674     2   21224301   21266945     50      16  275338       1.9394     0.010975   -1.9984e-15       1.9394
_SET18_   ENSG00000143947     2   55459039   55462989     12       5  279168      -1.9249      0.94887   -1.9984e-15      -1.9249
_SET18_   ENSG00000115677     2  242166679  242256476    223      20  280058      0.48055       0.1783   -1.9429e-15      0.48055
_SET18_   ENSG00000187288     3    9908398    9921938     33       6  282760      0.95908     0.095775   -1.9984e-15      0.95908
_SET18_   ENSG00000144959     3  172348039  172429008    265      36  279359      -1.5883      0.87337   -1.9984e-15      -1.5883
_SET18_   ENSG00000161203     3  183892477  183901879     24       8  282316      -1.2052      0.79735   -1.9984e-15      -1.2052
_SET18_   ENSG00000163631     4   74262831   74287129     48       6  284043      -0.1045      0.38885   -1.9568e-15      -0.1045
_SET18_   ENSG00000138823     4  100484918  100545156    238      24  280150       1.6519     0.019923   -1.9984e-15       1.6519
_SET18_   ENSG00000152700     5  133936834  133984961     67      16  268334     -0.54575      0.58597   -1.9984e-15     -0.54575
_SET18_   ENSG00000007944     6   16129356   16148479     34       9  280809     0.024489      0.35105   -1.9602e-15     0.024489
_SET18_   ENSG00000198670     6  160952515  161087407    242      23  276845        6.944   8.2879e-14   -1.7764e-15        6.944
_SET18_   ENSG00000175445     8   19759228   19824769    161      28  281435        5.306   5.1477e-09   -1.7764e-15        5.306
_SET18_   ENSG00000168487     8   22022249   22069839    149      27  277771       4.2036   2.1087e-06   -1.7764e-15       4.2036
_SET18_   ENSG00000147852     9    2621834    2660053    124      21  279654   -0.0019607      0.33521   -1.9589e-15   -0.0019607
_SET18_   ENSG00000122705     9   36190853   36304778    269      21  280278     0.073153      0.30604   -1.9568e-15     0.073153
_SET18_   ENSG00000165059     9   71627469   71629039      4       2  272793      0.38078      0.27295   -1.9429e-15      0.38078
_SET18_   ENSG00000099139     9   78505560   78977255   1771     190  279559     -0.22123      0.43586   -1.9706e-15     -0.22123
_SET18_   ENSG00000165029     9  107543283  107690518    479      75  280138       1.0706     0.073137   -1.9984e-15       1.0706
_SET18_   ENSG00000107611    10   16865963   17171830    977      75  280491      0.46358      0.18427   -1.9429e-15      0.46358
_SET18_   ENSG00000107798    10   90973326   91174314    439      55  277690        4.719   1.4163e-07   -1.7764e-15        4.719
_SET18_   ENSG00000183020    11     924894    1012239    312      14  282268        1.032     0.068173   -1.9984e-15        1.032
_SET18_   ENSG00000025434    11   47269851   47290396     33       8  275248       1.7056       0.0215   -1.9984e-15       1.7056
_SET18_   ENSG00000110243    11  116660083  116663136      7       3  288097       3.5776   5.6183e-05   -1.7764e-15       3.5776
_SET18_   ENSG00000110244    11  116691419  116694022     14       7  287594       1.0177     0.083533   -1.9984e-15       1.0177
_SET18_   ENSG00000110245    11  116700422  116703788      7       4  283440       1.3067     0.052214   -1.9984e-15       1.3067
_SET18_   ENSG00000118137    11  116706467  116708666      3       2  287596       1.6296      0.03061   -1.9984e-15       1.6296
_SET18_   ENSG00000175899    12    9220260    9268825    100       8  282818       2.5073    0.0017987   -1.7764e-15       2.5073
_SET18_   ENSG00000167780    12   53497302   53518322     30       8  275579     0.032276      0.37022   -1.9568e-15     0.032276
_SET18_   ENSG00000175336    12   56754353   56756607      1       1  276575      0.72388      0.19755   -1.9984e-15      0.72388
_SET18_   ENSG00000073060    12  125261402  125367214    348      51  278204       4.6636   1.7228e-07   -1.7764e-15       4.6636
_SET18_   ENSG00000150991    12  125396150  125401914      5       3  287325       3.4177   0.00010533   -1.7764e-15       3.4177
_SET18_   ENSG00000119655    14   74942895   74960880     46       5  282473     -0.99866      0.74212   -1.9984e-15     -0.99866
_SET18_   ENSG00000166126    14  103388993  103399933     26      10  275680      0.89425        0.104   -1.9984e-15      0.89425
_SET18_   ENSG00000166035    15   58702768   58861151    514      72  278838      0.91856     0.093171   -1.9984e-15      0.91856
_SET18_   ENSG00000140564    15   91411822   91426688     28       6  279216       6.9421   1.7308e-13   -1.7764e-15       6.9421
_SET18_   ENSG00000140479    15  101840818  102065405    964     123  280327       0.5531      0.18572   -1.9984e-15       0.5531
_SET18_   ENSG00000103227    16     903634    1031318    518      42  271284      0.62246      0.15437   -1.9984e-15      0.62246
_SET18_   ENSG00000184730    16   28505970   28510291     10       3  282588    -0.099121      0.41539   -1.9568e-15    -0.099121
_SET18_   ENSG00000087237    16   56995762   57017757     87      17  279560       1.8363     0.012071   -1.9984e-15       1.8363
_SET18_   ENSG00000172828    16   66995140   67009051     16       7  278937      0.81896      0.13179   -1.9984e-15      0.81896
_SET18_   ENSG00000213398    16   67973653   67978034      1       1  272481     -0.46053      0.63664   -1.9429e-15     -0.46053
_SET18_   ENSG00000140943    16   84087368   84150511    272      23  281707    -0.093167      0.36213   -1.9568e-15    -0.093167
_SET18_   ENSG00000170315    17   16284112   16286059      1       1  269364      0.21302      0.38543   -1.9706e-15      0.21302
_SET18_   ENSG00000006125    17   33905065   34053436    486      25  278685      0.88782     0.091799   -1.9984e-15      0.88782
_SET18_   ENSG00000141367    17   57697219   57773671     99       7  274498       2.0825    0.0081153   -1.7764e-15       2.0825
_SET18_   ENSG00000185624    17   79801035   79818570     40       3  279395     -0.15341      0.44856   -1.9706e-15     -0.15341
_SET18_   ENSG00000141458    18   21086148   21166862    121       9  280013       0.9317     0.089618   -1.9984e-15       0.9317
_SET18_   ENSG00000101670    18   47087069   47119272     82      19  279301      0.47728      0.18912   -1.9429e-15      0.47728
_SET18_   ENSG00000060566    19    4153598    4173051     64      13  267454        1.782     0.015991   -1.9984e-15        1.782
_SET18_   ENSG00000167772    19    8428173    8439257     23       7  280883       2.2704    0.0042554   -1.7764e-15       2.2704
_SET18_   ENSG00000130164    19   11200038   11244492    158      21  277513       4.8836    5.678e-08   -1.7764e-15       4.8836
_SET18_   ENSG00000130173    19   11348178   11352619      2       1  291818      0.71526      0.18033   -1.9984e-15      0.71526
_SET18_   ENSG00000072062    19   14202500   14228896     35       9  270901      -1.1621      0.80431   -1.9984e-15      -1.1621
_SET18_   ENSG00000221983    19   18682540   18688360     13       6  275854     -0.60718      0.61595   -1.9984e-15     -0.60718
_SET18_   ENSG00000105699    19   35739233   35758867     60      12  281281      0.54977      0.17222   -1.9984e-15      0.54977
_SET18_   ENSG00000130203    19   45409011   45412650      6       3  287227       7.2208   2.5535e-15   -1.7764e-15       7.2208
_SET18_   ENSG00000130208    19   45417504   45422606     15       6  267926        6.587   2.8599e-12   -1.7764e-15        6.587
_SET18_   ENSG00000267467    19   45445495   45452820     30       5  277246       1.4392     0.037082   -1.9984e-15       1.4392
_SET18_   ENSG00000234906    19   45449243   45452822     20       3  274820       1.1012     0.080265   -1.9984e-15       1.1012
_SET18_   ENSG00000042753    19   47341393   47354249     18      10  278056      -1.8318      0.93089   -1.9984e-15      -1.8318
_SET18_   ENSG00000105550    19   49258816   49261587     10       5  266851     -0.77419      0.68369   -1.9984e-15     -0.77419
_SET18_   ENSG00000196961    19   50270225   50310370    121      18  279392      0.43016      0.20153   -1.9429e-15      0.43016
_SET18_   ENSG00000131408    19   50832910   50886239    110      10  280262      -1.5683      0.87633   -1.9984e-15      -1.5683
_SET18_   ENSG00000100979    20   44527399   44540794     24       8  283946       2.6221    0.0013526   -1.7764e-15       2.6221
_SET18_   ENSG00000160179    21   43619799   43717354    383      53  277849      0.12285      0.29589   -1.9568e-15      0.12285
_SET18_   ENSG00000099904    22   20116979   20135530     66       7  275286       0.2843      0.27438   -1.9429e-15       0.2843
_SET18_   ENSG00000100258    22   50941376   50946135     22       7  271860     -0.13637      0.42652   -1.9706e-15     -0.13637

# _SET19_  VARIABLE = WP_ADIPOGENESIS (set)
# _SET19_  NGENES = 126
# _SET19_  P-VALUE = 5.2706e-08
_SET19_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET19_   ENSG00000107404     1    1270656    1284730     31      10  261423     -0.33659      0.52516   -1.9429e-15     -0.33659
_SET19_   ENSG00000117318     1   23884409   23886285      5       3  285269      -1.1935      0.81031   -1.9984e-15      -1.1935
_SET19_   ENSG00000084073     1   40723779   40759856     49      10  273283      0.89623      0.10788   -1.9984e-15      0.89623
_SET19_   ENSG00000116717     1   68150744   68154021      6       2  291056      -1.5644      0.89542   -1.9984e-15      -1.5644
_SET19_   ENSG00000160789     1  156052364  156109880     64      20  269076       1.5257     0.030324   -1.9984e-15       1.5257
_SET19_   ENSG00000116604     1  156433519  156470620     47      13  282408       1.2934     0.047561   -1.9984e-15       1.2934
_SET19_   ENSG00000143171     1  165370159  165414433    181      24  279467     -0.85903      0.66868   -1.9984e-15     -0.85903
_SET19_   ENSG00000185155     1  226411319  226414755      2       1  289422      0.37477      0.27218   -1.9429e-15      0.37477
_SET19_   ENSG00000135744     1  230838269  230850043     43      11  284058       1.3256     0.043625   -1.9984e-15       1.3256
_SET19_   ENSG00000134324     2   11817721   11967535    409      46  280263     -0.16989      0.39491   -1.9706e-15     -0.16989
_SET19_   ENSG00000084676     2   24714783   24993571    627      27  278512      0.98866     0.077147   -1.9984e-15      0.98866
_SET19_   ENSG00000116016     2   46520806   46613836    221      43  278759       1.4018     0.034589   -1.9984e-15       1.4018
_SET19_   ENSG00000003137     2   72356367   72375167     27       9  273955      0.79868      0.13503   -1.9984e-15      0.79868
_SET19_   ENSG00000162998     2  183698002  183731890     97      12  283403      0.65713      0.14063   -1.9984e-15      0.65713
_SET19_   ENSG00000115415     2  191829084  191885686    134      23  279706       0.5902      0.15685   -1.9984e-15       0.5902
_SET19_   ENSG00000118263     2  207938861  208031991    280      36  284148       2.4178    0.0020085   -1.7764e-15       2.4178
_SET19_   ENSG00000118260     2  208394461  208468155    109      12  277103       1.2826     0.048847   -1.9984e-15       1.2826
_SET19_   ENSG00000169047     2  227596033  227664475     91      14  272493      -0.6129       0.6128   -1.9984e-15      -0.6129
_SET19_   ENSG00000132170     3   12328867   12475855    338      25  281454       1.4775     0.026963   -1.9984e-15       1.4775
_SET19_   ENSG00000168036     3   41236328   41301587     88      11  275048      -2.3234      0.97389   -1.7764e-15      -2.3234
_SET19_   ENSG00000163884     3  126061478  126076285     25       7  281266       1.9519     0.010663   -1.9984e-15       1.9519
_SET19_   ENSG00000179348     3  128198270  128212028     44      14  280503      0.31318      0.24002   -1.9429e-15      0.31318
_SET19_   ENSG00000018408     3  149235022  149454501    673      57  280065     -0.53594      0.53896   -1.9984e-15     -0.53594
_SET19_   ENSG00000152601     3  151961617  152183569    399      26  279148       1.1964     0.050496   -1.9984e-15       1.1964
_SET19_   ENSG00000181092     3  186560463  186576252     59      15  279350      0.39017      0.21465   -1.9429e-15      0.39017
_SET19_   ENSG00000109819     4   23756664   23905712    462      65  277856     -0.63598      0.59167   -1.9984e-15     -0.63598
_SET19_   ENSG00000152785     4   81952119   81978685     44       9  280116      0.51276      0.19783   -1.9984e-15      0.51276
_SET19_   ENSG00000109424     4  141480588  141489959     13       2  280834     -0.31181      0.52215   -1.9429e-15     -0.31181
_SET19_   ENSG00000113494     5   35048861   35230794    384      36  281350       1.0315     0.072475   -1.9984e-15       1.0315
_SET19_   ENSG00000113594     5   38475065   38608456    213      24  276655      -1.6628       0.8929   -1.9984e-15      -1.6628
_SET19_   ENSG00000134352     5   55230923   55290821     83      16  275009      -2.4647      0.98239   -1.7764e-15      -2.4647
_SET19_   ENSG00000081189     5   88013975   88199922    282      32  278493       2.1345    0.0052664   -1.7764e-15       2.1345
_SET19_   ENSG00000175745     5   92919043   92930321      7       5  274587      -0.4525      0.57977   -1.9429e-15      -0.4525
_SET19_   ENSG00000152377     5  136310987  136934068   1608      86  280995     -0.81115      0.64024   -1.9984e-15     -0.81115
_SET19_   ENSG00000113580     5  142657496  142815077    253      19  281703         1.37      0.03534   -1.9984e-15         1.37
_SET19_   ENSG00000164330     5  158122928  158526769    756      51  281071      0.60613      0.14491   -1.9984e-15      0.60613
_SET19_   ENSG00000232810     6   31543344   31546113      5       2  246356      -1.3633       0.8888   -1.9984e-15      -1.3633
_SET19_   ENSG00000137309     6   34204650   34214008     16       4  268851        2.986   0.00066682   -1.7764e-15        2.986
_SET19_   ENSG00000112033     6   35310335   35395968     97      19  272247       1.0469     0.082349   -1.9984e-15       1.0469
_SET19_   ENSG00000124762     6   36644305   36655116     35       9  282212       2.4438    0.0024252   -1.7764e-15       2.4438
_SET19_   ENSG00000106546     7   17338246   17385776     48      12  278517       2.7876   0.00079303   -1.7764e-15       2.7876
_SET19_   ENSG00000122691     7   19060614   19157295    150      26  274270      0.53398      0.18603   -1.9984e-15      0.53398
_SET19_   ENSG00000136244     7   22765503   22771621      8       4  281140     -0.37811      0.52841   -1.9429e-15     -0.37811
_SET19_   ENSG00000106483     7   37945543   38065297    493      51  283576      0.19166       0.2598   -1.9706e-15      0.19166
_SET19_   ENSG00000157240     7   90893783   90898123      6       2  275126      0.87115      0.13098   -1.9984e-15      0.87115
_SET19_   ENSG00000106366     7  100770370  100782547     50      12  277713     -0.13921      0.40243   -1.9706e-15     -0.13921
_SET19_   ENSG00000105835     7  105888731  105926772     86      14  279395     -0.86403      0.68357   -1.9984e-15     -0.86403
_SET19_   ENSG00000174697     7  127881337  127897681     29       8  282352    -0.048108      0.37765   -1.9568e-15    -0.048108
_SET19_   ENSG00000136574     8   11534468   11617511    207      36  283510      0.42664      0.19264   -1.9429e-15      0.42664
_SET19_   ENSG00000175445     8   19759228   19824769    161      28  281435        5.306   5.1477e-09   -1.7764e-15        5.306
