GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000104731	16	87730091	87799598	372	27	322466	0.33229	0.36984	KLHDC4
ENSG00000205047	16	87731749	87739290	41	9	316397	-0.46018	0.67731	FLJ00104
ENSG00000103257	16	87863629	87903094	135	28	321378	0.41635	0.33858	SLC7A5
ENSG00000174990	16	87921625	87970135	232	38	316200	0.19114	0.42421	CA5A
ENSG00000172530	16	87982850	88110924	395	22	316694	1.0443	0.14818	BANP
ENSG00000225614	16	88493879	88507165	33	14	311975	-0.92399	0.82225	ZNF469
ENSG00000179588	16	88519725	88603424	304	32	314146	2.4378	0.0073893	ZFPM1
ENSG00000158545	16	88636789	88698374	244	33	321560	-0.45369	0.67498	ZC3H18
ENSG00000124391	16	88704999	88706881	4	2	327666	-0.17192	0.56825	IL17C
ENSG00000051523	16	88709691	88717560	34	10	316728	0.058824	0.47655	CYBA
ENSG00000167508	16	88718343	88729569	42	11	320728	-0.11828	0.54708	MVD
ENSG00000185669	16	88744090	88752901	21	7	318440	0.4212	0.3368	SNAI3
ENSG00000158717	16	88762903	88772829	52	15	321011	0.46956	0.31934	RNF166
ENSG00000174177	16	88772871	88781794	62	11	322211	0.37112	0.35527	CTU2
ENSG00000103335	16	88781751	88851619	416	45	317687	-1.7501	0.95995	PIEZO1
ENSG00000167513	16	88869621	88875666	19	3	310009	-0.56994	0.71564	CDT1
ENSG00000198931	16	88875747	88878352	7	4	321585	0.27994	0.38976	APRT
ENSG00000141012	16	88880142	88923378	289	19	317951	0.0084586	0.49663	GALNS
ENSG00000269422	16	88894366	88894545	2	1	315709	1.2477	0.10606	AC092384.1
ENSG00000167515	16	88922628	88929094	24	5	313783	0.40935	0.34114	TRAPPC2L
ENSG00000205022	16	88928034	88933068	21	8	313299	1.0206	0.15371	PABPN1L
ENSG00000129993	16	88941266	89043612	440	42	316083	1.061	0.14435	CBFA2T3
ENSG00000205018	16	89006197	89017932	26	7	303082	0.89694	0.18487	RP11-830F9.6
ENSG00000176715	16	89154783	89222254	269	18	319014	-2.0167	0.97814	ACSF3
ENSG00000129910	16	89238175	89261900	82	10	314814	-1.1579	0.87654	CDH15
ENSG00000259803	16	89262406	89268072	21	6	327781	-1.336	0.90922	SLC22A31
ENSG00000170100	16	89284118	89295363	24	6	324625	-1.3848	0.91695	ZNF778
ENSG00000167522	16	89334038	89556969	486	31	314630	0.08128	0.46761	ANKRD11
ENSG00000268218	16	89334512	89339452	12	5	318473	-0.50566	0.69345	AC137932.1
ENSG00000197912	16	89557325	89624176	246	12	320862	-0.16899	0.5671	SPG7
ENSG00000167526	16	89627065	89630950	18	2	326664	0.58409	0.27958	RPL13
ENSG00000178773	16	89642176	89663654	84	19	308231	-1.7898	0.96326	CPNE7
ENSG00000015413	16	89679716	89704839	75	15	319140	-1.505	0.93384	DPEP1
ENSG00000131165	16	89710839	89724253	49	14	306123	-0.77493	0.78081	CHMP1A
ENSG00000167523	16	89724210	89737680	49	13	323056	0.23949	0.40536	SPATA33
ENSG00000185324	16	89747145	89762772	58	9	321068	-0.61547	0.73088	CDK10
ENSG00000260259	16	89749028	89752977	21	5	315306	-0.50734	0.69404	RP11-368I7.4
ENSG00000158792	16	89762751	89768113	12	4	327714	-0.63325	0.73671	SPATA2L
ENSG00000075399	16	89773542	89787394	35	14	313391	-0.46702	0.67976	VPS9D1
ENSG00000158805	16	89786808	89807311	105	16	320883	0.16227	0.43555	ZNF276
ENSG00000187741	16	89803957	89883065	348	18	322123	0.17466	0.43067	FANCA
ENSG00000204991	16	89884587	89937727	193	17	317262	0.30771	0.37915	SPIRE2
ENSG00000141002	16	89940000	89977792	111	9	316389	0.85845	0.19532	TCF25
ENSG00000258839	16	89978527	89987385	21	8	312903	-0.29599	0.61638	MC1R
ENSG00000198211	16	89985573	90002500	46	15	315699	-0.29265	0.6151	TUBB3
ENSG00000258947	16	89987800	90005169	46	15	315774	-0.12894	0.5513	TUBB3
ENSG00000140995	16	90014333	90034468	91	13	319608	-0.48339	0.68559	DEF8
ENSG00000177946	16	90036206	90038942	7	3	325952	0.19373	0.4232	CENPBD1
ENSG00000003249	16	90071273	90086536	43	10	317561	-0.31923	0.62522	DBNDD1
ENSG00000141013	16	90086037	90111383	102	13	318716	0.57839	0.2815	GAS8
ENSG00000221819	16	90095316	90096309	7	2	309335	-0.62524	0.73409	C16orf3
ENSG00000126856	16	90122974	90158480	81	13	317448	-0.27433	0.60809	PRDM7
ENSG00000272636	17	5810	31427	77	10	320727	2.1892	0.014292	DOC2B
ENSG00000181031	17	62293	236045	890	131	308955	-0.91108	0.81887	RPH3AL
ENSG00000187624	17	260118	273510	25	7	315986	1.583	0.056714	C17orf97
ENSG00000183688	17	289769	295730	9	3	317734	-1.0657	0.85671	FAM101B
ENSG00000141252	17	411908	624957	697	34	314897	0.50133	0.30807	VPS53
ENSG00000167695	17	635652	646206	40	9	316390	-0.23931	0.59457	FAM57A
ENSG00000179409	17	647654	657239	37	9	319573	-0.23811	0.5941	GEMIN4
ENSG00000167699	17	660337	685581	74	11	321622	-0.19781	0.5784	GLOD4
ENSG00000171861	17	685513	695749	36	8	315673	0.089837	0.46421	RNMTL1
ENSG00000167693	17	702553	883010	987	120	311784	0.90348	0.18314	NXN
ENSG00000262003	17	812872	814452	9	3	319673	0.42353	0.33595	RP11-676J12.7
ENSG00000177370	17	900357	906911	19	5	301746	1.2856	0.09929	TIMM22
ENSG00000159842	17	906758	1132315	1045	116	310885	0.3092	0.37858	ABR
ENSG00000205899	17	1173853	1174754	1	1	327874	0.20184	0.42002	BHLHA9
ENSG00000184811	17	1182957	1204281	136	20	314951	0.20166	0.42009	TUSC5
ENSG00000108953	17	1247566	1303672	230	27	314302	-0.701	0.75835	YWHAE
ENSG00000167193	17	1323983	1366456	137	17	315019	-0.37434	0.64592	CRK
ENSG00000197879	17	1367392	1396106	108	32	317785	-1.2006	0.88506	MYO1C
ENSG00000132376	17	1397865	1420182	98	15	319399	-0.10582	0.54214	INPP5K
ENSG00000174238	17	1421012	1466110	155	14	319662	0.68247	0.24747	PITPNA
ENSG00000167703	17	1472561	1532180	234	55	311606	0.13494	0.44633	SLC43A2
ENSG00000074660	17	1537152	1549041	30	8	316642	-0.42729	0.66542	SCARF1
ENSG00000167705	17	1549444	1553371	5	1	324398	0.82348	0.20512	RILP
ENSG00000174231	17	1553923	1588176	69	11	317493	0.92157	0.17838	PRPF8
ENSG00000185561	17	1611064	1613732	6	2	309141	1.2137	0.11244	TLCD2
ENSG00000167716	17	1619817	1641893	68	11	321578	-0.77579	0.78106	WDR81
ENSG00000167711	17	1646130	1658562	54	9	321809	-0.63772	0.73817	SERPINF2
ENSG00000132386	17	1665253	1680868	55	8	322742	1.2677	0.10245	SERPINF1
ENSG00000186532	17	1682779	1733928	139	15	318933	1.795	0.03633	SMYD4
ENSG00000132383	17	1732996	1803376	140	16	319590	0.85421	0.1965	RPA1
ENSG00000185924	17	1837971	1928639	390	41	312547	0.86925	0.19236	RTN4RL1
ENSG00000108963	17	1933404	1946724	42	12	319859	0.61691	0.26865	DPH1
ENSG00000262664	17	1945327	1946724	7	3	323589	-0.024548	0.50979	OVCA2
ENSG00000177374	17	1957448	1962981	12	6	319662	1.5683	0.058405	HIC1
ENSG00000070366	17	1963133	2207065	565	28	318839	3.9599	3.7492e-05	SMG6
ENSG00000167720	17	2206677	2228554	31	7	319669	1.8171	0.034602	SRR
ENSG00000167721	17	2225797	2240801	19	5	322231	0.17352	0.43112	TSR1
ENSG00000141258	17	2240792	2284352	152	18	313560	-0.3374	0.63209	SGSM2
ENSG00000070444	17	2287354	2304412	44	7	324308	-1.6727	0.9528	MNT
ENSG00000127804	17	2308856	2415185	225	33	312433	0.93178	0.17572	METTL16
ENSG00000205821	17	2310279	2318731	26	9	314789	-0.78311	0.78322	AC006435.1
ENSG00000007168	17	2496504	2588909	176	12	317475	2.4025	0.0081419	PAFAH1B1
ENSG00000132361	17	2592680	2615957	36	6	315311	-0.75145	0.77381	CLUH
ENSG00000132359	17	2680350	2941033	1032	139	316703	-0.44522	0.67192	RAP1GAP2
ENSG00000262628	17	2965963	2966901	2	1	296123	-0.85309	0.8032	OR1D5
ENSG00000184166	17	2995352	2996290	1	1	331565	0.38862	0.34878	OR1D2
ENSG00000172150	17	3100813	3101742	2	1	325269	0.83281	0.20248	OR1A2
ENSG00000172146	17	3118915	3119844	7	3	327366	0.81244	0.20827	OR1A1
ENSG00000221882	17	3181193	3182268	2	1	312493	-0.7646	0.77774	OR3A2
ENSG00000180016	17	3300398	3301704	3	2	319780	-0.87963	0.81047	OR1E1
ENSG00000159961	17	3323862	3324827	2	1	296227	1.6825	0.04624	OR3A3
ENSG00000127780	17	3336164	3337135	1	1	331610	1.1813	0.11875	OR1E2
ENSG00000141255	17	3343313	3417146	196	17	318284	1.7805	0.037499	SPATA22
ENSG00000108381	17	3375668	3406713	67	17	318929	1.8869	0.029587	ASPA
ENSG00000167723	17	3413796	3461289	197	37	315702	-1.005	0.84255	TRPV3
ENSG00000196689	17	3468738	3500392	114	23	313923	-1.0126	0.84438	TRPV1
ENSG00000262304	17	3468738	3539543	227	40	316128	-0.87609	0.80951	SHPK
ENSG00000197417	17	3511556	3539616	86	17	317608	-0.14126	0.55617	SHPK
ENSG00000040531	17	3539762	3564836	90	12	316800	-0.96133	0.83181	CTNS
ENSG00000213977	17	3566196	3571976	16	5	319901	-1.1191	0.86844	TAX1BP3
ENSG00000257950	17	3566357	3599488	91	14	318016	-0.65017	0.74221	P2RX5-TAX1BP3
ENSG00000127774	17	3572109	3572962	1	1	314878	0.57606	0.28229	EMC6
ENSG00000083454	17	3575493	3599698	74	11	318685	-0.71971	0.76415	P2RX5
ENSG00000083457	17	3617922	3704537	256	29	315247	-0.35695	0.63944	ITGAE
ENSG00000177602	17	3627211	3630067	10	3	329385	-0.62262	0.73323	GSG2
ENSG00000074356	17	3714460	3749545	84	16	307021	0.47905	0.31595	C17orf85
ENSG00000004660	17	3763609	3798185	112	29	314668	-0.3132	0.62294	CAMKK1
ENSG00000108405	17	3799886	3819794	52	10	319194	-1.5493	0.93935	P2RX1
ENSG00000074370	17	3827169	3867736	152	18	317071	-1.3904	0.91779	ATP2A3
ENSG00000074755	17	3907739	4046314	425	20	321497	2.0197	0.021705	ZZEF1
ENSG00000167740	17	4046462	4090605	104	14	319139	1.6118	0.053503	CYB5D2
ENSG00000185722	17	4067201	4167274	125	15	319201	2.1772	0.014732	ANKFY1
ENSG00000132388	17	4172554	4269923	115	15	314787	1.7781	0.037694	UBE2G1
ENSG00000182557	17	4336983	4391503	305	32	317934	0.31174	0.37762	SPNS3
ENSG00000183018	17	4402133	4442330	122	25	317506	-0.60608	0.72777	SPNS2
ENSG00000132382	17	4442192	4458926	47	20	313794	-1.2745	0.89876	MYBBP1A
ENSG00000167741	17	4460222	4464113	12	5	318708	0.44157	0.3294	GGT6
ENSG00000188176	17	4487294	4511614	100	24	318936	0.017086	0.49318	SMTNL2
ENSG00000161905	17	4534197	4545589	35	10	318463	1.374	0.084716	ALOX15
ENSG00000141456	17	4574679	4607632	83	8	320747	-0.4596	0.6771	PELP1
ENSG00000141480	17	4613784	4624794	23	4	317538	0.1888	0.42513	ARRB2
ENSG00000161920	17	4634723	4636905	4	2	319459	0.98423	0.1625	MED11
ENSG00000161921	17	4636821	4643217	29	5	318715	0.69632	0.24311	CXCL16
ENSG00000141497	17	4643319	4649411	16	8	309983	0.012277	0.4951	ZMYND15
ENSG00000142484	17	4675179	4686506	31	7	323389	1.3575	0.087311	TM4SF5
ENSG00000182853	17	4688580	4689728	3	1	329996	-0.03866	0.51542	VMO1
ENSG00000182327	17	4692254	4693685	2	1	327579	-0.74682	0.77241	GLTPD2
ENSG00000142507	17	4699439	4701790	8	4	320007	-0.57719	0.71809	PSMB6
ENSG00000129219	17	4710391	4726729	38	12	321663	1.1972	0.11562	PLD2
ENSG00000141503	17	4736683	4801356	132	14	319068	0.54084	0.29431	MINK1
ENSG00000108556	17	4801069	4806369	19	6	322349	0.0080479	0.49679	CHRNE
ENSG00000205710	17	4802713	4806227	9	4	327906	0.32856	0.37125	C17orf107
ENSG00000185245	17	4835592	4838325	6	4	321895	1.2672	0.10253	GP1BA
ENSG00000108528	17	4840425	4843546	3	1	321284	1.4945	0.067525	SLC25A11
ENSG00000108523	17	4843303	4848517	6	2	320698	0.46887	0.31958	RNF167
ENSG00000108518	17	4848947	4852356	12	5	309689	0.7342	0.23141	PFN1
ENSG00000108515	17	4851387	4860426	10	6	301411	-1.294	0.90217	ENO3
ENSG00000091640	17	4862521	4871167	19	8	309432	0.017154	0.49316	SPAG7
ENSG00000108509	17	4871287	4890960	45	10	324295	-0.080203	0.53196	CAMTA2
ENSG00000196388	17	4891425	4900905	13	4	316711	-0.51435	0.6965	INCA1
ENSG00000129250	17	4901243	4931696	71	13	318124	0.046259	0.48155	KIF1C
ENSG00000132517	17	4935895	4955304	38	9	319147	0.36027	0.35932	SLC52A1
ENSG00000180787	17	4981543	4999669	33	8	320544	-0.28263	0.61127	ZFP3
ENSG00000167840	17	5008836	5026411	36	14	319444	0.37977	0.35206	ZNF232
ENSG00000129204	17	5019733	5078329	74	13	322142	0.89825	0.18453	USP6
ENSG00000180626	17	5082831	5095178	18	9	317287	0.72143	0.23532	ZNF594
ENSG00000161929	17	5112256	5138155	49	12	315370	0.7174	0.23656	SCIMP
ENSG00000029725	17	5185558	5289129	265	21	321051	0.67958	0.24838	RABEP1
ENSG00000108559	17	5264258	5323480	254	10	320209	0.5374	0.2955	NUP88
ENSG00000129197	17	5322961	5336196	23	10	312875	-0.48849	0.6874	RPAIN
ENSG00000108561	17	5336097	5352150	35	11	318027	1.554	0.060093	C1QBP
ENSG00000005100	17	5344232	5372380	64	16	320008	1.8835	0.029814	DHX33
ENSG00000072849	17	5374571	5390131	31	10	323711	1.228	0.10973	DERL2
ENSG00000167842	17	5389605	5394134	18	7	318380	-0.58625	0.72115	MIS12
ENSG00000091592	17	5402747	5522744	512	19	323379	1.0478	0.14737	NLRP1
ENSG00000179314	17	5675554	6027747	1163	135	318688	-0.05679	0.52264	WSCD1
ENSG00000129221	17	6297013	6338519	191	36	322119	-0.60366	0.72696	AIPL1
ENSG00000129195	17	6347735	6354789	21	8	313956	-0.75369	0.77448	FAM64A
ENSG00000091622	17	6354584	6459814	321	27	320826	-0.20496	0.5812	PITPNM3
ENSG00000198920	17	6481468	6544247	149	12	325542	1.3141	0.094408	KIAA0753
ENSG00000129235	17	6544078	6547861	13	3	332529	0.90394	0.18301	TXNDC17
ENSG00000108590	17	6546635	6554954	34	5	328380	1.3878	0.082602	MED31
ENSG00000212734	17	6554971	6556791	2	1	333283	0.87799	0.18997	C17orf100
ENSG00000141485	17	6588032	6616886	100	21	322476	1.3495	0.088586	SLC13A5
ENSG00000132530	17	6658766	6678966	35	11	315782	-0.68957	0.75477	XAF1
ENSG00000177294	17	6679542	6700420	106	17	317109	-0.94675	0.82812	FBXO39
ENSG00000167858	17	6692452	6735080	200	21	319803	-1.8746	0.96958	TEKT1
ENSG00000215067	17	6779954	6915668	368	48	317757	0.36598	0.35719	AC027763.2
ENSG00000108839	17	6899384	6914055	53	6	320531	1.3305	0.091684	ALOX12
ENSG00000219200	17	6915736	6917851	4	2	317551	1.67	0.047457	RNASEK
ENSG00000269871	17	6915928	6917755	1	1	320756	1.0304	0.15142	AC040977.1
ENSG00000161939	17	6915954	6920839	12	2	314504	1.3401	0.090101	RNASEK-C17orf49
ENSG00000258315	17	6917814	6920844	10	2	314100	1.053	0.14618	C17orf49
ENSG00000161940	17	6926339	6933609	9	4	316446	1.2498	0.10568	BCL6B
ENSG00000174327	17	6939394	6943440	5	3	316070	0.2953	0.38388	SLC16A13
ENSG00000174326	17	6944949	6947242	1	1	330219	0.076828	0.46938	SLC16A11
ENSG00000132514	17	6977856	6983626	17	5	302148	0.49766	0.30936	CLEC10A
ENSG00000161944	17	7004641	7019019	98	15	315776	0.16348	0.43507	ASGR2
ENSG00000141505	17	7076750	7082883	19	8	299258	0.56956	0.28449	ASGR1
ENSG00000132535	17	7093209	7123021	46	9	321755	0.30257	0.38111	DLG4
ENSG00000072778	17	7120444	7128592	11	3	326011	0.59986	0.2743	ACADVL
ENSG00000004975	17	7128660	7137864	13	5	318638	0.023888	0.49047	DVL2
ENSG00000040633	17	7138347	7143041	4	2	322819	0.93882	0.17391	PHF23
ENSG00000170296	17	7143333	7146089	5	2	309307	-1.6639	0.95193	GABARAP
ENSG00000262526	17	7143746	7147954	6	2	301254	-1.7606	0.96084	CTD-2545G14.7
ENSG00000175826	17	7146910	7155810	7	2	320530	0.19897	0.42114	CTDNEP1
ENSG00000262302	17	7150148	7165408	25	3	321270	-0.15314	0.56086	RP1-4G17.5
ENSG00000170291	17	7154735	7163259	16	3	317021	-0.47449	0.68242	ELP5
ENSG00000181885	17	7163222	7167302	8	3	311070	-0.074632	0.52975	CLDN7
ENSG00000181856	17	7184986	7191576	10	4	315950	0.80521	0.21035	SLC2A4
ENSG00000006047	17	7191571	7197934	5	2	308287	1.7031	0.044275	YBX2
ENSG00000132507	17	7210318	7215774	13	5	309016	1.1472	0.12566	EIF5A
ENSG00000132522	17	7214643	7218883	10	4	322602	0.31196	0.37753	GPS2
ENSG00000261915	17	7215980	7222493	17	6	323836	0.60342	0.27312	RP11-542C16.2
ENSG00000215041	17	7218947	7232712	28	8	314042	0.78366	0.21662	NEURL4
ENSG00000072818	17	7239848	7254797	28	11	321555	-0.32419	0.6271	ACAP1
ENSG00000213859	17	7255208	7258258	5	3	307441	-0.71455	0.76255	KCTD11
ENSG00000182896	17	7258442	7260538	6	3	299435	-0.24302	0.59601	TMEM95
ENSG00000174292	17	7283853	7293093	40	11	318618	-0.3254	0.62756	TNK1
ENSG00000187838	17	7293046	7307416	29	9	313919	-0.6275	0.73483	TMEM256-PLSCR3
ENSG00000262481	17	7293053	7307416	29	9	313919	-0.6275	0.73483	C17orf61-PLSCR3
ENSG00000205544	17	7306294	7307456	3	1	329810	-0.016452	0.50656	TMEM256
ENSG00000169992	17	7308193	7323179	34	16	318670	-0.59593	0.72439	NLGN2
ENSG00000181323	17	7323679	7324951	4	2	330340	0.29161	0.38529	SPEM1
ENSG00000184560	17	7328934	7330887	1	1	331926	-0.7148	0.76263	C17orf74
ENSG00000181284	17	7338762	7340998	4	1	330356	0.86757	0.19281	TMEM102
ENSG00000161958	17	7341592	7348256	10	4	309023	0.39308	0.34713	FGF11
ENSG00000170175	17	7348380	7361026	32	5	316102	0.42214	0.33646	CHRNB1
ENSG00000174282	17	7362685	7387582	67	10	318746	0.4445	0.32834	ZBTB4
ENSG00000259224	17	7384721	7386383	6	2	329430	0.54615	0.29248	SLC35G6
ENSG00000181222	17	7387685	7417933	122	8	324989	0.76582	0.22189	POLR2A
ENSG00000239697	17	7452208	7464925	34	8	317170	0.28191	0.38901	TNFSF12
ENSG00000248871	17	7452416	7464918	34	8	317170	0.28191	0.38901	TNFSF12-TNFSF13
ENSG00000161955	17	7461609	7464925	5	3	309324	0.85201	0.1971	TNFSF13
ENSG00000161956	17	7465192	7475287	21	7	323909	-0.7679	0.77873	SENP3
ENSG00000161960	17	7476024	7482323	16	5	330498	-0.92692	0.82301	EIF4A1
ENSG00000129226	17	7482785	7485429	5	3	330716	0.62976	0.26443	CD68
ENSG00000129255	17	7486847	7496107	13	5	323060	-0.33604	0.63158	MPDU1
ENSG00000129194	17	7491496	7493488	5	3	332285	0.28501	0.38782	SOX15
ENSG00000129245	17	7494548	7518189	43	10	315284	-0.14999	0.55961	FXR2
ENSG00000129214	17	7517382	7536700	43	11	320693	-0.90026	0.81601	SHBG
ENSG00000141504	17	7529552	7531194	4	2	327877	-1.0574	0.85484	SAT2
ENSG00000129244	17	7549945	7561086	22	8	324495	0.66839	0.25194	ATP1B2
ENSG00000141510	17	7565097	7590856	65	19	313776	-0.28324	0.6115	TP53
ENSG00000141499	17	7589389	7606820	15	7	314505	0.27772	0.39061	WRAP53
ENSG00000108947	17	7608520	7614696	7	2	320127	0.27772	0.39061	EFNB3
ENSG00000183914	17	7620672	7737062	220	41	315770	0.035257	0.48594	DNAH2
ENSG00000132510	17	7743222	7758114	20	8	310289	0.72018	0.23571	KDM6B
ENSG00000167874	17	7758383	7759417	1	1	310725	0.50084	0.30824	TMEM88
ENSG00000183011	17	7760003	7788556	50	11	315584	1.2545	0.10483	LSMD1
ENSG00000182224	17	7761064	7765600	4	2	326792	2.6573	0.0039382	CYB5D1
ENSG00000170004	17	7788124	7816078	39	14	316474	0.99081	0.16089	CHD3
ENSG00000170049	17	7825177	7833121	14	6	318974	0.90247	0.1834	KCNAB3
ENSG00000262730	17	7829249	7833940	10	4	316874	1.2453	0.1065	RP11-1099M24.7
ENSG00000170043	17	7833663	7835441	3	1	320574	1.7987	0.036035	TRAPPC1
ENSG00000170037	17	7835419	7853236	41	3	319160	0.44228	0.32914	CNTROB
ENSG00000132518	17	7905912	7923657	34	9	320743	0.68725	0.24596	GUCY2D
ENSG00000179593	17	7942335	7952452	45	10	322743	-1.8026	0.96428	ALOX15B
ENSG00000179477	17	7975954	7991021	48	12	317848	-1.5566	0.94022	ALOX12B
ENSG00000214999	17	7982800	7984883	5	2	326528	-1.0907	0.86229	AC129492.6
ENSG00000179148	17	7999218	8022365	88	22	318588	0.1665	0.43388	ALOXE3
ENSG00000179111	17	8023908	8027410	9	4	323889	1.0847	0.13902	HES7
ENSG00000179094	17	8043790	8059824	29	9	317691	1.2688	0.10225	PER1
ENSG00000263620	17	8054134	8066293	24	5	317210	2.0246	0.021453	RP11-599B13.6
ENSG00000220205	17	8062467	8066864	7	2	330002	2.368	0.008942	VAMP2
ENSG00000179029	17	8076555	8079717	15	4	325347	1.9886	0.023375	TMEM107
ENSG00000178999	17	8108056	8113918	16	7	310762	0.2439	0.40365	AURKB
ENSG00000178971	17	8130191	8151362	63	12	322815	0.29276	0.38485	CTC1
ENSG00000178921	17	8150936	8173809	55	11	316761	-0.43939	0.66981	PFAS
ENSG00000125434	17	8191081	8198661	10	4	320688	0.68858	0.24555	SLC25A35
ENSG00000108961	17	8191815	8193410	3	1	327217	-0.53767	0.7046	RANGRF
ENSG00000198844	17	8213559	8225829	41	10	318929	-0.38933	0.65148	ARHGEF15
ENSG00000184650	17	8243182	8249364	35	4	320529	-0.0060228	0.5024	ODF4
ENSG00000198150	17	8261731	8263538	2	1	289565	0.0036315	0.49855	AC135178.1
ENSG00000184619	17	8271955	8280029	21	5	316006	0.2865	0.38725	KRBA2
ENSG00000263809	17	8271956	8286505	40	7	319216	0.25489	0.3994	RP11-849F2.7
ENSG00000161970	17	8280838	8286531	18	4	322276	0.29209	0.38511	RPL26
ENSG00000189051	17	8294022	8301144	25	8	322563	0.61235	0.27015	RNF222
ENSG00000166579	17	8316449	8393729	136	20	320863	1.1231	0.13071	NDEL1
ENSG00000133026	17	8377523	8534079	248	13	320527	0.42931	0.33385	MYH10
ENSG00000161973	17	8633252	8648537	48	6	323775	-1.3294	0.90815	CCDC42
ENSG00000183318	17	8656424	8661877	10	3	302766	-1.0443	0.85182	SPDYE4
ENSG00000185156	17	8700436	8702667	5	2	328159	-0.69648	0.75693	MFSD6L
ENSG00000174083	17	8706041	8770994	134	20	314705	0.6593	0.25485	PIK3R6
ENSG00000141506	17	8782233	8869029	201	37	315674	-0.20449	0.58102	PIK3R5
ENSG00000065320	17	8924859	9147317	877	81	320363	-0.1419	0.55642	NTN1
ENSG00000170310	17	9153788	9479908	952	117	317579	-0.48429	0.68591	STX8
ENSG00000166596	17	9479944	9546776	84	21	312506	-0.14913	0.55927	WDR16
ENSG00000154914	17	9548015	9633008	167	29	317084	0.14829	0.44106	USP43
ENSG00000184544	17	9674751	9694614	76	10	322439	0.57921	0.28122	DHRS7C
ENSG00000214978	17	9694544	9725388	136	19	314844	0.91111	0.18112	RP11-477N12.3
ENSG00000065325	17	9725523	9795419	159	28	314850	0.60323	0.27318	GLP2R
ENSG00000109047	17	9799637	9808938	49	7	323202	1.2596	0.10391	RCVRN
ENSG00000007237	17	9813926	10101868	1021	136	320158	0.75193	0.22605	GAS7
ENSG00000264194	17	10048831	10050277	6	2	322404	-1.3191	0.90642	AC000003.2
ENSG00000006788	17	10201401	10276447	267	30	319960	0.87374	0.19113	MYH13
ENSG00000133020	17	10293639	10325267	35	7	323089	-0.30331	0.61917	MYH8
ENSG00000264424	17	10346607	10372876	28	7	329398	-0.748	0.77277	MYH4
ENSG00000109061	17	10395624	10421860	29	7	322680	0.16075	0.43614	MYH1
ENSG00000125414	17	10424465	10453274	45	4	325168	0.39507	0.34639	MYH2
ENSG00000109063	17	10531843	10560626	38	10	319223	0.25727	0.39849	MYH3
ENSG00000133028	17	10583654	10601692	28	4	324397	1.083	0.13941	SCO1
ENSG00000170222	17	10600911	10614550	27	2	326977	0.90444	0.18288	ADPRM
ENSG00000187824	17	10602332	10633633	92	3	324042	1.0791	0.14028	TMEM220
ENSG00000233670	17	10725792	10741762	34	7	323551	-0.15124	0.56011	PIRT
ENSG00000188803	17	11144580	11467380	1111	107	320882	-0.22435	0.58876	SHISA6
ENSG00000007174	17	11501748	11873065	952	81	317586	1.3433	0.089588	DNAH9
ENSG00000154957	17	11880756	11900827	44	8	320579	1.8267	0.033876	ZNF18
ENSG00000065559	17	11924141	12047147	226	21	319402	1.0788	0.14034	MAP2K4
ENSG00000141052	17	12569207	12672266	248	45	316695	-0.66291	0.74631	MYOCD
ENSG00000273452	17	12626199	12661542	79	17	317107	1.0266	0.15231	AC005358.1
ENSG00000006740	17	12692856	12894960	624	55	320356	0.69987	0.242	ARHGAP44
ENSG00000006744	17	12895708	12921504	165	7	325095	-0.099552	0.53965	ELAC2
ENSG00000153976	17	13399006	13505244	381	36	320747	-0.020119	0.50803	HS3ST3A1
ENSG00000006695	17	13972813	14111994	428	40	319320	0.41527	0.33897	COX10
ENSG00000223510	17	14138990	14140179	3	2	304364	0.422	0.33651	CDRT15
ENSG00000125430	17	14204400	14252721	185	49	311766	0.068211	0.47281	HS3ST3B1
ENSG00000109099	17	15133095	15168643	81	11	320291	1.3719	0.085044	PMP22
ENSG00000125409	17	15207128	15244958	102	13	324073	0.98578	0.16212	TEKT3
ENSG00000239704	17	15339332	15406922	119	19	320924	-0.0023244	0.50093	CDRT4
ENSG00000259024	17	15339338	15466875	278	20	315858	0.12344	0.45088	TVP23C-CDRT4
ENSG00000175106	17	15341205	15466909	278	20	315858	0.12344	0.45088	TVP23C
ENSG00000241322	17	15468798	15522826	150	16	297942	-0.62908	0.73535	CDRT1
ENSG00000251537	17	15474805	15554967	194	22	299179	-0.53204	0.70265	RP11-385D13.1
ENSG00000221926	17	15531274	15587625	104	19	311926	-0.30264	0.61892	TRIM16
ENSG00000187607	17	15602891	15640874	110	16	298702	0.33695	0.36808	ZNF286A
ENSG00000255104	17	15603006	15648092	128	18	301875	0.3813	0.35149	ZNF286A
ENSG00000214946	17	15635561	15649476	33	6	311614	0.79554	0.21315	TBC1D26
ENSG00000170425	17	15848231	15879060	42	13	318072	-0.52814	0.7013	ADORA2B
ENSG00000214941	17	15879874	15903031	58	4	315447	-0.54021	0.70547	ZSWIM7
ENSG00000011295	17	15902694	15948329	85	7	319803	-0.59362	0.72362	TTC19
ENSG00000141027	17	15932471	16121499	332	15	315633	-0.26	0.60257	NCOR1
ENSG00000227782	17	15943505	15943994	1	1	333455	-0.24827	0.59804	AC002553.1
ENSG00000108474	17	16120505	16252115	255	13	318730	-0.12513	0.54979	PIGL
ENSG00000166582	17	16245848	16256970	14	5	312523	0.14608	0.44193	CENPV
